4364,55855,868
4359,55533,870
4204,55470,539
1107,52968,262
5145,55835,439
5145,55835,234
990,52465,545
4196,55478,886
5146,55831,139
4195,55452,687
1108,53227,323
5145,55835,267
5146,55831,443
4196,55478,906
4197,55479,632
4191,55444,314
4382,55742,840
987,52523,307
4192,55469,166
4193,55476,368
4193,55476,210
1521,52945,123
4385,55752,542
4195,55452,406
4385,55752,823
1108,53227,285
1108,53227,135
371,52078,291
4197,55479,300
4197,55479,58
4198,55480,250
1106,52912,1
4199,55481,322
373,51788,47
1033,52822,8
1104,52912,218
4201,55443,446
4201,55443,284
4201,55443,41
1108,53227,137
4196,55478,218
371,52078,269
371,52078,104
1032,53175,167
1105,52937,300
1105,52937,259
4199,55481,176
1104,52912,267
1104,52912,214
4200,55499,14
1103,52873,302
1103,52873,134
4202,55445,418
1102,52883,189
4203,55447,345
1030,52914,264
1108,53227,186
1030,52914,78
4196,55478,65
4197,55479,193
4197,55479,30
1106,52912,165
4199,55481,434
4199,55481,354
1103,52873,500
4199,55481,300
1475,52903,88
4200,55499,457
4200,55499,254
4200,55499,117
1104,52912,83
1103,52873,286
4202,55445,404
4202,55445,330
4202,55445,120
4203,55447,330
4203,55447,174
1101,52621,137
4204,55470,172
675,52590,211
4205,55454,294
378,52146,55
4206,55471,330
4206,55471,254
4207,55475,409
380,51792,211
678,52884,284
678,52884,209
679,52177,282
382,51816,260
382,51816,82
4210,55444,172
680,52200,127
680,52200,56
4211,55446,252
681,52199,206
4212,55447,408
1094,52524,136
4212,55447,90
4213,55449,324
1093,52591,205
4214,55451,445
4356,55829,746
683,52524,48
4215,55471,370
684,52523,131
684,52523,5
387,51791,134
4290,55527,286
4213,55449,874
4214,55451,670
4280,55503,84
4214,55451,904
1522,52932,3
988,52520,200
989,52468,218
4195,55452,300
1108,53227,257
1108,53227,125
4196,55478,168
4196,55478,52
4375,55889,786
1106,52912,294
4199,55481,446
4216,55477,210
685,52203,23
4217,55478,391
686,52519,125
388,51793,2
1089,52913,265
4219,55480,445
683,52524,148
1092,52639,225
684,52523,230
1539,52943,309
4216,55477,483
1091,52902,170
4216,55477,318
1539,52943,65
669,52559,92
4218,55479,358
4218,55479,184
4219,55480,426
4210,55444,308
4210,55444,118
1485,52992,120
1095,52521,39
4211,55446,40
4213,55449,490
682,52525,175
4213,55449,229
682,52525,74
4213,55449,40
4213,55449,11
4214,55451,240
4215,55471,430
1092,52639,119
4215,55471,194
4215,55471,112
684,52523,39
4216,55477,232
4217,55478,478
685,52203,44
4217,55478,340
686,52519,156
4218,55479,360
4218,55479,274
4219,55480,479
4218,55479,778
4219,55480,524
682,52525,454
4213,55449,768
4213,55449,916
386,51788,324
684,52523,335
4215,55471,600
684,52523,573
684,52523,616
4215,55471,982
388,51793,345
4217,55478,718
4217,55478,839
4218,55479,639
4218,55479,794
4219,55480,552
1092,52639,407
1488,52965,606
4215,55471,956
4216,55477,666
4216,55477,798
388,51793,361
4217,55478,752
4217,55478,864
4217,55478,950
687,52518,362
1089,52913,640
673,52162,293
4202,55445,166
4203,55447,370
674,52201,252
4204,55470,362
4204,55470,204
4204,55470,44
4205,55454,290
