375,52140,46
382,51816,11
4192,55469,540
371,52078,310
4195,55452,791
990,52465,486
5146,55831,428
4196,55478,849
4197,55479,716
4195,55452,694
5145,55835,415
5145,55835,272
5145,55835,108
5146,55831,361
1107,52968,404
5146,55831,158
4191,55444,132
987,52523,306
4383,55881,670
4192,55469,42
4193,55476,206
1028,52884,221
4194,55450,205
4194,55450,42
989,52468,50
990,52465,259
1108,53227,124
4196,55478,82
4197,55479,284
1106,52912,285
372,52173,139
372,52173,95
4199,55481,362
373,51788,43
4200,55499,404
1104,52912,202
4200,55499,2
4201,55443,370
1103,52873,121
4195,55452,100
1108,53227,51
1107,52968,259
371,52078,52
1106,52912,213
4198,55480,96
1105,52937,203
4200,55499,484
4200,55499,414
4200,55499,190
4200,55499,84
4201,55443,420
1103,52873,213
1103,52873,69
673,52162,197
673,52162,58
4195,55452,273
1108,53227,185
4196,55478,274
4196,55478,110
4198,55480,496
1107,52968,27
4198,55480,278
4198,55480,110
4198,55480,16
4202,55445,564
4199,55481,334
1105,52937,92
4200,55499,458
4200,55499,300
1104,52912,220
4201,55443,454
1103,52873,246
1103,52873,100
1103,52873,6
376,52143,247
673,52162,100
674,52201,250
377,52145,136
4204,55470,208
4205,55454,458
4205,55454,287
675,52590,52
4206,55471,380
4206,55471,250
380,51792,296
677,52606,215
4208,55476,454
381,51811,299
679,52177,292
382,51816,205
4209,55478,45
1095,52521,291
680,52200,122
4211,55446,380
681,52199,283
4211,55446,165
384,51821,252
4212,55447,336
4212,55447,98
682,52525,96
4213,55449,214
4213,55449,90
4214,55451,327
683,52524,51
684,52523,255
386,51788,46
4216,55477,455
685,52203,238
4206,55471,874
4213,55449,868
4214,55451,662
4214,55451,825
1092,52639,368
4193,55476,293
4193,55476,2
989,52468,257
989,52468,60
1108,53227,249
4196,55478,416
4196,55478,214
371,52078,215
4197,55479,290
4197,55479,98
372,52173,91
4199,55481,330
4216,55477,88
686,52519,245
686,52519,130
4217,55478,94
4218,55479,334
4218,55479,126
385,51783,25
4214,55451,144
684,52523,224
684,52523,144
4216,55477,492
684,52523,69
4216,55477,354
686,52519,306
4217,55478,264
4218,55479,350
4218,55479,182
687,52518,110
382,51816,109
4210,55444,112
680,52200,80
383,51818,36
4212,55447,400
682,52525,235
4212,55447,74
4213,55449,280
4213,55449,152
683,52524,200
4214,55451,316
1903,53357,67
4214,55451,108
684,52523,195
1092,52639,29
4215,55471,120
387,51791,224
4217,55478,519
4216,55477,118
1091,52902,16
686,52519,238
4217,55478,202
686,52519,80
686,52519,33
4219,55480,496
4218,55479,730
4218,55479,892
687,52518,560
682,52525,569
4214,55451,522
385,51783,611
4214,55451,852
684,52523,366
4278,55505,164
4215,55471,929
4216,55477,636
4217,55478,522
686,52519,470
686,52519,502
686,52519,615
687,52518,430
1089,52913,630
4219,55480,599
1092,52639,603
684,52523,604
4216,55477,626
4216,55477,788
685,52203,625
4217,55478,704
388,51793,562
4218,55479,582
4218,55479,757
4218,55479,824
673,52162,282
4380,55857,667
1102,52883,83
4203,55447,164
377,52145,129
377,52145,44
675,52590,220
4205,55454,284
4206,55471,449
676,52178,205
4206,55471,170
4207,55475,418
4203,55447,144
4203,55447,53
377,52145,147
675,52590,254
4205,55454,401
4205,55454,173
4205,55454,12
4207,55475,456
683,52524,161
4207,55475,54
4208,55476,290
4361,55831,742
4209,55478,370
4209,55478,248
4209,55478,164
679,52177,44
680,52200,250
4211,55446,448
383,51818,85
681,52199,203
4212,55447,370
4212,55447,284
4212,55447,48
4213,55449,202
386,51788,286
1092,52639,138
684,52523,203
1488,52965,1
4215,55471,84
4216,55477,442
387,51791,98
4217,55478,434
388,51793,254
686,52519,42
4365,55539,903
4207,55475,216
4207,55475,762
4207,55475,891
381,51811,346
381,51811,471
679,52177,356
679,52177,485
382,51816,509
382,51816,631
4210,55444,964
4211,55446,890
4211,55446,985
682,52525,435
4213,55449,602
4213,55449,683
385,51783,488
385,51783,594
4214,55451,857
4215,55471,610
4215,55471,652
684,52523,597
4215,55471,924
685,52203,408
4216,55477,734
1539,52943,630
685,52203,604
4218,55479,506
1089,52913,373
687,52518,437
1492,52932,359
677,52606,537
4208,55476,624
381,51811,401
4208,55476,915
4209,55478,628
4286,55499,366
4210,55444,594
4210,55444,752
4211,55446,550
383,51818,455
680,52200,615
1095,52521,613
384,51821,372
4212,55447,755
4212,55447,800
1487,52964,325
385,51783,414
4213,55449,950
4280,55503,204
1092,52639,367
4278,55505,442
386,51788,614
4215,55471,868
4216,55477,622
685,52203,520
4216,55477,942
1090,52903,438
4217,55478,832
388,51793,617
687,52518,329
4218,55479,871
4218,55479,950
4201,55443,398
4206,55471,647
4206,55471,776
4206,55471,900
4206,55471,986
4206,55471,596
4206,55471,760
4207,55475,506
4207,55475,631
1025,53239,77
1026,52558,204
1112,53180,52
4192,55469,220
4192,55469,60
4193,55476,212
4194,55450,296
4194,55450,26
4195,55452,256
4191,55444,210
4191,55444,114
4192,55469,310
4193,55476,434
4193,55476,193
1521,52945,105
1963,54331,558
1523,52937,399
5141,55746,282
987,52523,285
4191,55444,14
4192,55469,858
5142,55825,242
5143,55828,407
5143,55828,288
5143,55828,203
4194,55450,792
5144,55829,366
5144,55829,286
5144,55829,168
4195,55452,738
4192,55469,722
5142,55825,256
5143,55828,453
987,52523,609
5143,55828,215
4193,55476,969
4193,55476,982
5143,55828,45
5144,55829,368
5144,55829,339
5144,55829,259
4194,55450,986
986,52443,436
4192,55469,716
4192,55469,914
5142,55825,65
4193,55476,833
4193,55476,874
4194,55450,616
5143,55828,36
5143,55828,4
4194,55450,950
4195,55452,682
4207,55475,910
4208,55476,790
4208,55476,942
4209,55478,756
4210,55444,558
4210,55444,759
382,51816,636
4211,55446,570
4211,55446,761
4212,55447,546
1094,52524,379
1486,52993,456
384,51821,548
4213,55449,590
4208,55476,583
381,51811,607
1096,52974,570
4211,55446,624
4284,55863,44
682,52525,412
4194,55450,107
1105,52937,61
4200,55499,306
4200,55499,147
1104,52912,106
1103,52873,275
4202,55445,492
4201,55443,136
4202,55445,316
673,52162,149
4203,55447,234
4203,55447,32
4204,55470,181
4205,55454,346
4205,55454,125
4206,55471,312
4207,55475,462
4207,55475,394
4195,55452,873
4195,55452,940
4195,55452,939
5145,55835,85
990,52465,38
4197,55479,533
5146,55831,226
4197,55479,732
1107,52968,74
4198,55480,614
5147,55854,131
4198,55480,900
1033,52822,424
4199,55481,819
373,51788,557
4201,55443,516
1104,52912,600
1104,52912,634
4202,55445,511
1103,52873,79
376,52143,239
674,52201,354
4203,55447,878
377,52145,520
4205,55454,512
4205,55454,580
676,52178,353
4206,55471,620
4206,55471,814
4207,55475,578
1108,53227,394
5145,55835,359
4195,55452,987
5146,55831,434
1107,52968,392
5146,55831,168
5146,55831,50
4197,55479,890
5147,55854,257
5147,55854,126
5147,55854,96
4199,55481,526
4198,55480,981
4199,55481,843
1105,52937,551
4200,55499,686
1104,52912,422
4200,55499,888
4201,55443,612
374,51791,621
376,52143,341
4203,55447,580
673,52162,505
4203,55447,824
674,52201,488
4204,55470,722
4205,55454,571
4205,55454,730
4205,55454,853
379,51789,481
4207,55475,528
676,52178,625
4207,55475,768
375,52140,402
4202,55445,836
376,52143,607
4204,55470,710
1901,53261,407
675,52590,571
4206,55471,584
4206,55471,702
676,52178,617
4207,55475,754
1112,53180,3
4191,55444,268
1112,53180,144
987,52523,205
4192,55469,102
4193,55476,228
4194,55450,342
4194,55450,66
4195,55452,274
4196,55478,466
4196,55478,344
4197,55479,464
1107,52968,189
4197,55479,154
4197,55479,24
1474,52933,150
4198,55480,66
4199,55481,270
373,51788,105
1476,52964,280
4201,55443,482
4200,55499,36
4201,55443,232
4201,55443,83
673,52162,269
673,52162,157
4202,55445,32
4203,55447,236
4204,55470,488
4204,55470,385
4204,55470,184
4204,55470,68
4206,55471,494
4191,55444,155
4192,55469,434
4192,55469,272
988,52520,296
988,52520,251
1963,54331,480
4194,55450,76
4195,55452,314
1152,52941,174
1108,53227,171
4197,55479,517
1107,52968,240
4197,55479,779
371,52078,32
1106,52912,519
4199,55481,437
4199,55481,280
4199,55481,116
1105,52937,37
1104,52912,173
374,51791,24
1103,52873,173
4202,55445,310
4203,55447,396
377,52145,391
4203,55447,10
4204,55470,818
675,52590,273
4204,55470,22
676,52178,262
4205,55454,24
4191,55444,729
5141,55746,288
4191,55444,892
5141,55746,97
4192,55469,734
5142,55825,292
4192,55469,924
5142,55825,135
5142,55825,49
4194,55450,540
5143,55828,206
5143,55828,88
4194,55450,736
4195,55452,546
4194,55450,977
5144,55829,90
5145,55835,381
4195,55452,892
5145,55835,184
4196,55478,693
5146,55831,421
5146,55831,344
5146,55831,185
4196,55478,986
5147,55854,408
5147,55854,289
5147,55854,213
5147,55854,124
5147,55854,49
4199,55481,540
372,52173,597
1105,52937,422
4199,55481,854
4200,55499,562
1104,52912,393
4201,55443,514
1104,52912,510
4200,55499,992
4201,55443,810
1103,52873,494
1103,52873,543
673,52162,427
673,52162,500
4202,55445,991
674,52201,393
4204,55470,524
1101,52621,464
4205,55454,509
675,52590,494
4205,55454,850
4217,55478,609
388,51793,436
4217,55478,816
4218,55479,608
4191,55444,675
5141,55746,266
5141,55746,102
986,52443,632
4192,55469,912
4192,55469,953
4193,55476,716
4194,55450,520
4194,55450,652
5147,55854,453
5147,55854,375
4198,55480,570
1106,52912,427
4198,55480,724
4198,55480,960
1105,52937,411
4199,55481,868
374,51791,331
4200,55499,804
1104,52912,539
374,51791,617
4201,55443,839
4201,55443,960
4202,55445,714
673,52162,371
4203,55447,572
4203,55447,696
1101,52621,390
4203,55447,958
674,52201,577
4205,55454,554
675,52590,451
382,51816,600
4218,55479,242
1089,52913,77
390,51900,281
4208,55476,484
4207,55475,60
4208,55476,128
4209,55478,334
4209,55478,172
4210,55444,298
4211,55446,426
4211,55446,258
4211,55446,126
4212,55447,366
4213,55449,458
4213,55449,406
4213,55449,220
4213,55449,127
4213,55449,60
684,52523,221
386,51788,20
4216,55477,481
4216,55477,454
685,52203,234
4216,55477,217
1091,52902,34
1090,52903,231
4217,55478,140
4218,55479,376
4219,55480,462
1089,52913,34
4207,55475,103
4208,55476,356
4208,55476,186
4209,55478,392
4209,55478,308
4209,55478,102
4209,55478,2
4210,55444,232
4211,55446,346
1095,52521,117
681,52199,225
384,51821,277
4212,55447,278
682,52525,238
1094,52524,36
4212,55447,16
4214,55451,480
1487,52964,61
4214,55451,222
4214,55451,76
1092,52639,73
4215,55471,187
1091,52902,217
4216,55477,382
4216,55477,224
1090,52903,286
1490,52994,221
4217,55478,294
1491,52996,273
4218,55479,185
4208,55476,536
678,52884,432
381,51811,462
4208,55476,996
382,51816,225
382,51816,171
4210,55444,736
383,51818,493
4211,55446,740
681,52199,491
681,52199,543
384,51821,595
4212,55447,978
4213,55449,820
4214,55451,532
683,52524,470
4214,55451,817
684,52523,434
1092,52639,560
4215,55471,778
1489,52991,426
387,51791,200
1489,52991,581
4216,55477,79
686,52519,480
4217,55478,841
4217,55478,938
4218,55479,811
4218,55479,930
4385,55752,690
4385,55752,548
4383,55881,543
675,52590,62
4206,55471,352
379,51789,111
4206,55471,26
380,51792,166
4207,55475,62
4208,55476,224
4209,55478,472
4209,55478,306
679,52177,107
382,51816,114
4210,55444,107
681,52199,272
1094,52524,305
384,51821,233
4212,55447,150
4213,55449,348
4213,55449,208
4213,55449,123
1093,52591,68
677,52606,319
4206,55471,36
380,51792,186
4207,55475,76
4208,55476,350
4209,55478,468
381,51811,143
4209,55478,772
4207,55475,856
