381,51811,246
4358,55833,904
5142,55825,485
4197,55479,436
4195,55452,833
4196,55478,642
5145,55835,56
5146,55831,252
5147,55854,458
5144,55829,77
4195,55452,842
5145,55835,220
4196,55478,788
4197,55479,584
4197,55479,636
4191,55444,224
4382,55742,862
987,52523,264
4192,55469,86
4193,55476,332
4193,55476,168
4194,55450,371
4194,55450,124
4195,55452,364
4195,55452,295
4195,55452,136
4196,55478,326
1107,52968,248
4197,55479,204
1106,52912,242
1106,52912,84
4199,55481,442
4199,55481,282
4199,55481,82
1104,52912,285
1104,52912,207
1104,52912,45
4201,55443,202
1108,53227,295
990,52465,95
371,52078,311
4196,55478,56
4197,55479,108
1106,52912,134
1475,52903,261
1105,52937,133
4200,55499,482
4200,55499,256
4201,55443,484
1035,52816,294
374,51791,19
1103,52873,133
1102,52883,285
376,52143,198
673,52162,59
4195,55452,192
990,52465,103
4196,55478,230
1107,52968,190
1107,52968,69
372,52173,224
4198,55480,150
373,51788,314
4192,55469,570
375,52140,512
4377,55828,664
1105,52937,90
4200,55499,416
4200,55499,250
4200,55499,60
4200,55499,8
4201,55443,250
4202,55445,408
673,52162,297
673,52162,127
673,52162,7
4203,55447,126
4204,55470,332
378,52146,285
4205,55454,406
4205,55454,246
4205,55454,116
4206,55471,288
4206,55471,178
4207,55475,338
4207,55475,209
4208,55476,418
678,52884,137
679,52177,260
4210,55444,446
382,51816,97
1485,52992,286
680,52200,87
1485,52992,97
383,51818,7
4211,55446,90
384,51821,220
4212,55447,204
682,52525,94
4213,55449,286
385,51783,125
4214,55451,405
4356,55829,781
4214,55451,132
684,52523,214
386,51788,14
4215,55471,41
1091,52902,108
682,52525,601
4280,55503,372
683,52524,445
386,51788,418
4192,55469,132
988,52520,274
4194,55450,372
989,52468,126
1108,53227,293
4196,55478,442
1108,53227,96
4197,55479,442
371,52078,123
4198,55480,424
4198,55480,314
4198,55480,132
1091,52902,72
4217,55478,426
686,52519,244
4217,55478,180
4217,55478,100
4218,55479,246
4219,55480,458
683,52524,104
684,52523,265
386,51788,162
4215,55471,223
1091,52902,249
684,52523,26
685,52203,150
1090,52903,203
4217,55478,270
4218,55479,302
4219,55480,500
4210,55444,384
4210,55444,192
681,52199,301
4211,55446,234
681,52199,488
4212,55447,280
4212,55447,116
682,52525,151
4213,55449,192
682,52525,37
683,52524,180
4214,55451,320
4214,55451,142
4214,55451,74
386,51788,153
684,52523,79
4215,55471,116
4215,55471,18
4216,55477,236
669,52559,274
4216,55477,30
686,52519,180
4218,55479,485
4218,55479,359
1541,53732,487
4218,55479,74
4218,55479,856
4218,55479,894
682,52525,535
682,52525,612
4214,55451,562
4214,55451,722
386,51788,446
4215,55471,638
4215,55471,840
387,51791,397
4216,55477,718
4217,55478,598
388,51793,539
4218,55479,560
4218,55479,648
389,51795,481
4219,55480,568
386,51788,449
4215,55471,788
4215,55471,948
4216,55477,664
4216,55477,874
686,52519,327
388,51793,524
686,52519,521
4218,55479,626
4218,55479,792
4218,55479,913
4380,55857,585
4202,55445,50
376,52143,43
674,52201,202
4204,55470,324
4204,55470,162
378,52146,204
378,52146,94
4206,55471,406
4206,55471,282
379,51789,42
4207,55475,327
4203,55447,138
4204,55470,221
4204,55470,218
1901,53261,219
4205,55454,291
4206,55471,468
676,52178,92
4206,55471,68
4207,55475,168
678,52884,243
4208,55476,254
4208,55476,84
4209,55478,362
4360,55539,710
382,51816,211
4210,55444,322
4359,55533,632
4211,55446,362
4211,55446,243
4211,55446,83
384,51821,207
384,51821,43
4213,55449,365
683,52524,249
4214,55451,202
684,52523,209
4355,55533,662
4215,55471,166
4216,55477,444
4216,55477,406
4216,55477,180
4365,55539,544
4365,55539,622
4218,55479,406
1541,53732,210
4211,55446,280
677,52606,510
678,52884,349
4207,55475,992
381,51811,468
4209,55478,648
4209,55478,924
4210,55444,729
680,52200,494
4210,55444,993
4211,55446,922
4212,55447,740
682,52525,429
4213,55449,604
4213,55449,693
385,51783,544
1093,52591,634
4215,55471,526
386,51788,490
4215,55471,688
4215,55471,884
684,52523,631
4216,55477,652
1091,52902,525
685,52203,619
1490,52994,472
4218,55479,568
669,52559,625
4218,55479,841
4219,55480,574
4207,55475,864
380,51792,611
4208,55476,830
4209,55478,596
4209,55478,714
679,52177,446
4210,55444,632
4210,55444,827
680,52200,456
4211,55446,636
4211,55446,760
4211,55446,908
4212,55447,716
682,52525,324
4282,55507,248
1093,52591,336
4213,55449,840
4214,55451,666
386,51788,377
4215,55471,550
4215,55471,704
4215,55471,792
4215,55471,877
1489,52991,454
1489,52991,569
4217,55478,592
4217,55478,711
686,52519,577
4217,55478,956
4218,55479,680
4218,55479,910
687,52518,570
676,52178,389
4205,55454,986
4206,55471,858
4207,55475,604
380,51792,479
4206,55471,640
4206,55471,830
4207,55475,583
380,51792,414
1523,52937,253
986,52443,184
4191,55444,54
4192,55469,96
4193,55476,380
4193,55476,126
4194,55450,101
4194,55450,30
4191,55444,375
4191,55444,209
4191,55444,25
987,52523,175
4192,55469,22
988,52520,207
1029,52912,232
4195,55452,348
4191,55444,775
4192,55469,518
5141,55746,44
4192,55469,816
5142,55825,283
5142,55825,163
5143,55828,364
5143,55828,248
5143,55828,172
989,52468,237
4195,55452,550
5144,55829,282
5144,55829,134
4191,55444,656
5142,55825,377
5142,55825,128
5143,55828,410
5143,55828,292
4193,55476,926
5143,55828,132
988,52520,531
5143,55828,49
5144,55829,419
5144,55829,291
5144,55829,212
5144,55829,123
1112,53180,528
5142,55825,347
5142,55825,155
4193,55476,754
5143,55828,309
5143,55828,270
5144,55829,461
4194,55450,856
5144,55829,238
4195,55452,652
4208,55476,504
4207,55475,990
381,51811,455
4209,55478,640
4209,55478,794
4209,55478,956
4210,55444,768
4211,55446,600
4210,55444,986
4211,55446,801
1485,52992,622
4211,55446,956
681,52199,619
384,51821,611
4212,55447,960
678,52884,578
4286,55499,404
4210,55444,872
4211,55446,828
